"filename", "language", "PHP", "JavaScript", "HTML", "Markdown", "CSS", "XML", "SCSS", "JSON", "YAML", "comment", "blank", "total"
"c:\laragon\www\grado\public\vendors\jquery-tags-input\jquery.tagsinput.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\jquery-tags-input\jquery.tagsinput.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\jquery-toast-plugin\jquery.toast.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\jquery-toast-plugin\jquery.toast.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\jquery-validation\jquery.validate.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4
"c:\laragon\www\grado\public\vendors\jquery.avgrund\jquery.avgrund.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\laragon\www\grado\public\vendors\jquery.repeater\jquery.repeater.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"c:\laragon\www\grado\public\vendors\jsgrid\jsgrid-theme.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 1, 7
"c:\laragon\www\grado\public\vendors\jsgrid\jsgrid.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 1, 7
"c:\laragon\www\grado\public\vendors\jsgrid\jsgrid.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 8
"c:\laragon\www\grado\public\vendors\justgage\justgage.js", "JavaScript", 0, 833, 0, 0, 0, 0, 0, 0, 0, 209, 179, 1221
"c:\laragon\www\grado\public\vendors\justgage\raphael-2.1.4.min.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 8, 1, 12
"c:\laragon\www\grado\public\vendors\jvectormap\jquery-jvectormap-world-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\jvectormap\jquery-jvectormap.css", "CSS", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 22, 135
"c:\laragon\www\grado\public\vendors\jvectormap\jquery-jvectormap.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\laragon\www\grado\public\vendors\lightgallery\css\lightgallery.css", "CSS", 0, 0, 0, 0, 953, 0, 0, 0, 0, 5, 25, 983
"c:\laragon\www\grado\public\vendors\lightgallery\js\lightgallery-all.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5
"c:\laragon\www\grado\public\vendors\mdi\css\materialdesignicons.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"c:\laragon\www\grado\public\vendors\mdi\fonts\materialdesignicons-webfonte013.html", "HTML", 0, 0, 1563, 0, 0, 0, 0, 0, 0, 0, 11, 1574
"c:\laragon\www\grado\public\vendors\moment\moment.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\morris.js\morris.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"c:\laragon\www\grado\public\vendors\morris.js\morris.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\laragon\www\grado\public\vendors\nouislider\nouislider.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2
"c:\laragon\www\grado\public\vendors\nouislider\nouislider.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\laragon\www\grado\public\vendors\owl-carousel-2\owl.carousel.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\owl-carousel-2\owl.carousel.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\laragon\www\grado\public\vendors\owl-carousel-2\owl.theme.default.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\progressbar.js\progressbar.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\laragon\www\grado\public\vendors\pwstabs\jquery.pwstabs.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\quill\quill.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 8
"c:\laragon\www\grado\public\vendors\quill\quill.snow.css", "CSS", 0, 0, 0, 0, 939, 0, 0, 0, 0, 6, 1, 946
"c:\laragon\www\grado\public\vendors\raphael\raphael.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\select2-bootstrap-theme\select2-bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 2, 8
"c:\laragon\www\grado\public\vendors\select2\select2.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\grado\public\vendors\select2\select2.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\simple-line-icons\css\simple-line-icons.css", "CSS", 0, 0, 0, 0, 773, 0, 0, 0, 0, 5, 1, 779
"c:\laragon\www\grado\public\vendors\simplemde\simplemde.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 7
"c:\laragon\www\grado\public\vendors\simplemde\simplemde.min.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 0, 15
"c:\laragon\www\grado\public\vendors\summernote\dist\summernote-bs4.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\summernote\dist\summernote-bs4.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\laragon\www\grado\public\vendors\sweetalert\sweetalert.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\grado\public\vendors\tempusdominus-bootstrap-4\tempusdominus-bootstrap-4.js", "JavaScript", 0, 2381, 0, 0, 0, 0, 0, 0, 0, 60, 339, 2780
"c:\laragon\www\grado\public\vendors\tempusdominus-bootstrap-4\tempusdominus-bootstrap-4.min.css", "CSS", 0, 0, 0, 0, 198, 0, 0, 0, 0, 5, 4, 207
"c:\laragon\www\grado\public\vendors\tinymce\tinymce.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"c:\laragon\www\grado\public\vendors\typeahead.js\typeahead.bundle.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 8
"c:\laragon\www\grado\public\vendors\x-editable\bootstrap-editable.css", "CSS", 0, 0, 0, 0, 592, 0, 0, 0, 0, 34, 38, 664
"c:\laragon\www\grado\public\vendors\x-editable\bootstrap-editable.min.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 7
"c:\laragon\www\grado\resources\js\app.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\grado\resources\js\bootstrap.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 18, 8, 29
"c:\laragon\www\grado\resources\lang\en\auth.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 20
"c:\laragon\www\grado\resources\lang\en\pagination.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 20
"c:\laragon\www\grado\resources\lang\en\passwords.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 23
"c:\laragon\www\grado\resources\lang\en\validation.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 30, 9, 152
"c:\laragon\www\grado\resources\lang\es\auth.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 18
"c:\laragon\www\grado\resources\lang\es\pagination.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 18
"c:\laragon\www\grado\resources\lang\es\passwords.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 21
"c:\laragon\www\grado\resources\lang\es\validation.php", "PHP", 149, 0, 0, 0, 0, 0, 0, 0, 0, 30, 7, 186
"c:\laragon\www\grado\resources\sass\app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\laragon\www\grado\resources\views\Almacenes\list.blade.php", "PHP", 230, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 233
"c:\laragon\www\grado\resources\views\Categories\list.blade.php", "PHP", 225, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 228
"c:\laragon\www\grado\resources\views\Customer\list.blade.php", "PHP", 137, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 138
"c:\laragon\www\grado\resources\views\Customer\new.blade.php", "PHP", 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133
"c:\laragon\www\grado\resources\views\Customer\update.blade.php", "PHP", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 152
"c:\laragon\www\grado\resources\views\Distribuciones\admdetail.blade.php", "PHP", 318, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 327
"c:\laragon\www\grado\resources\views\Distribuciones\admpedidos.blade.php", "PHP", 120, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 123
"c:\laragon\www\grado\resources\views\Distribuciones\admunit.blade.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 52
"c:\laragon\www\grado\resources\views\Distribuciones\detail.blade.php", "PHP", 380, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 393
"c:\laragon\www\grado\resources\views\Distribuciones\new.blade.php", "PHP", 132, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 135
"c:\laragon\www\grado\resources\views\Distribuciones\unit.blade.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"c:\laragon\www\grado\resources\views\Home\home.blade.php", "PHP", 326, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 349
"c:\laragon\www\grado\resources\views\Instituciones\admdetail.blade.php", "PHP", 281, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 290
"c:\laragon\www\grado\resources\views\Instituciones\admpedidos.blade.php", "PHP", 121, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 124
"c:\laragon\www\grado\resources\views\Instituciones\admunit.blade.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 52
"c:\laragon\www\grado\resources\views\Instituciones\comaprov.blade.php", "PHP", 339, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 351
"c:\laragon\www\grado\resources\views\Instituciones\compedidos.blade.php", "PHP", 129, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 133
"c:\laragon\www\grado\resources\views\Instituciones\comunit.blade.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 52
"c:\laragon\www\grado\resources\views\Instituciones\detail.blade.php", "PHP", 371, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 383
"c:\laragon\www\grado\resources\views\Instituciones\new.blade.php", "PHP", 158, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 164
"c:\laragon\www\grado\resources\views\Instituciones\unit.blade.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"c:\laragon\www\grado\resources\views\Ordenes\detail.blade.php", "PHP", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 99
"c:\laragon\www\grado\resources\views\Ordenes\detreport.blade.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 65
"c:\laragon\www\grado\resources\views\Ordenes\list.blade.php", "PHP", 248, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 259
"c:\laragon\www\grado\resources\views\Ordenes\maestro.blade.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 85
"c:\laragon\www\grado\resources\views\Ordenes\report.blade.php", "PHP", 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 74
"c:\laragon\www\grado\resources\views\Ordenes\seguimiento.blade.php", "PHP", 124, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 141
"c:\laragon\www\grado\resources\views\ProductTypes\asignation.blade.php", "PHP", 200, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 206
"c:\laragon\www\grado\resources\views\ProductTypes\detail.blade.php", "PHP", 274, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 280
"c:\laragon\www\grado\resources\views\ProductTypes\list.blade.php", "PHP", 203, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 206
"c:\laragon\www\grado\resources\views\Products\list.blade.php", "PHP", 129, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 130
"c:\laragon\www\grado\resources\views\Products\new.blade.php", "PHP", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89
"c:\laragon\www\grado\resources\views\Promotions\list.blade.php", "PHP", 201, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 204
"c:\laragon\www\grado\resources\views\Reservations\list.blade.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"c:\laragon\www\grado\resources\views\Responsibles\list.blade.php", "PHP", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125
"c:\laragon\www\grado\resources\views\Responsibles\new.blade.php", "PHP", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 131
"c:\laragon\www\grado\resources\views\Responsibles\update.blade.php", "PHP", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 148
"c:\laragon\www\grado\resources\views\Sales\list.blade.php", "PHP", 129, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 130
"c:\laragon\www\grado\resources\views\Spaces\list.blade.php", "PHP", 226, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 229
"c:\laragon\www\grado\resources\views\Sports\list.blade.php", "PHP", 201, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 204
"c:\laragon\www\grado\resources\views\Teams\list.blade.php", "PHP", 201, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 204
"c:\laragon\www\grado\resources\views\Unitxuser\asignation.blade.php", "PHP", 194, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 199
"c:\laragon\www\grado\resources\views\Unitxuser\index.blade.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 56
"c:\laragon\www\grado\resources\views\Users\list.blade.php", "PHP", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125
"c:\laragon\www\grado\resources\views\Users\new.blade.php", "PHP", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 131
"c:\laragon\www\grado\resources\views\Users\update.blade.php", "PHP", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 149
"c:\laragon\www\grado\resources\views\auth\login.blade.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 63
"c:\laragon\www\grado\resources\views\layouts\app.blade.php", "PHP", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 97
"c:\laragon\www\grado\resources\views\layouts\footer.blade.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\laragon\www\grado\resources\views\layouts\navbar.blade.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\laragon\www\grado\resources\views\layouts\notify.blade.php", "PHP", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119
"c:\laragon\www\grado\resources\views\layouts\page.blade.php", "PHP", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"c:\laragon\www\grado\resources\views\layouts\sidebar.blade.php", "PHP", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124
"c:\laragon\www\grado\routes\api.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 19
"c:\laragon\www\grado\routes\channels.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 19
"c:\laragon\www\grado\routes\console.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 20
"c:\laragon\www\grado\routes\web.php", "PHP", 146, 0, 0, 0, 0, 0, 0, 0, 0, 31, 29, 206
"c:\laragon\www\grado\server.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 22
"c:\laragon\www\grado\tests\CreatesApplication.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 23
"c:\laragon\www\grado\tests\Feature\ExampleTest.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 22
"c:\laragon\www\grado\tests\TestCase.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\laragon\www\grado\tests\Unit\ExampleTest.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 19
"c:\laragon\www\grado\vendor\facade\ignition\resources\compiled\ignition.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 27, 0, 32
"c:\laragon\www\grado\vendor\facade\ignition\resources\compiled\index.html", "HTML", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\laragon\www\grado\webpack.mix.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16
"Total", "-", 11705, 51292, 3441, 60, 32904, 62, 0, 7518, 13, 12730, 11661, 131386
